date,store_id,item_id,units_sold,is_promo,is_holiday,day_of_week,is_weekend,true_anomaly
2022-09-18,3,7,106.6,0,0,6,1,0
2022-09-19,3,7,66.3,0,0,0,0,0
2022-09-20,3,7,79.1,0,0,1,0,0
2022-09-21,3,7,74.3,0,0,2,0,0
2022-09-22,3,7,67.9,0,0,3,0,0
2022-09-23,3,7,71.0,0,0,4,0,0
2022-09-24,3,7,85.8,0,0,5,1,0
2022-09-25,3,7,93.0,0,0,6,1,0
2022-09-26,3,7,79.6,0,0,0,0,0
2022-09-27,3,7,71.1,0,0,1,0,0
2022-09-28,3,7,79.5,0,0,2,0,0
2022-09-29,3,7,82.8,0,0,3,0,0
2022-09-30,3,7,84.7,0,0,4,0,0
2022-10-01,3,7,84.0,0,0,5,1,0
2022-10-02,3,7,94.0,0,0,6,1,0
2022-10-03,3,7,80.8,0,0,0,0,0
2022-10-04,3,7,68.9,0,0,1,0,0
2022-10-05,3,7,67.8,0,0,2,0,0
2022-10-06,3,7,77.0,0,0,3,0,0
2022-10-07,3,7,74.7,0,0,4,0,0
2022-10-08,3,7,96.0,0,0,5,1,0
2022-10-09,3,7,93.8,0,0,6,1,0
2022-10-10,3,7,94.0,0,0,0,0,0
2022-10-11,3,7,75.9,0,0,1,0,0
2022-10-12,3,7,83.8,0,0,2,0,0
2022-10-13,3,7,83.7,0,0,3,0,0
2022-10-14,3,7,68.2,0,0,4,0,0
2022-10-15,3,7,114.3,0,0,5,1,0
2022-10-16,3,7,107.2,0,0,6,1,0
2022-10-17,3,7,82.7,0,0,0,0,0
2022-10-18,3,7,89.8,0,0,1,0,0
2022-10-19,3,7,82.0,0,0,2,0,0
2022-10-20,3,7,89.3,0,0,3,0,0
2022-10-21,3,7,124.6,1,0,4,0,0
2022-10-22,3,7,112.1,0,0,5,1,0
2022-10-23,3,7,106.7,0,0,6,1,0
2022-10-24,3,7,85.9,0,0,0,0,0
2022-10-25,3,7,78.4,0,0,1,0,0
2022-10-26,3,7,83.5,0,0,2,0,0
2022-10-27,3,7,83.6,0,0,3,0,0
2022-10-28,3,7,77.1,0,0,4,0,0
2022-10-29,3,7,111.3,0,0,5,1,0
2022-10-30,3,7,123.6,0,0,6,1,0
2022-10-31,3,7,75.9,0,0,0,0,0
2022-11-01,3,7,91.2,0,0,1,0,0
2022-11-02,3,7,84.4,0,0,2,0,0
2022-11-03,3,7,83.9,0,0,3,0,0
2022-11-04,3,7,89.1,0,0,4,0,0
2022-11-05,3,7,111.9,0,0,5,1,0
2022-11-06,3,7,113.3,0,0,6,1,0
2022-11-07,3,7,80.5,0,0,0,0,0
2022-11-08,3,7,98.6,0,0,1,0,0
2022-11-09,3,7,90.9,0,0,2,0,0
2022-11-10,3,7,95.4,0,0,3,0,0
2022-11-11,3,7,181.4,1,0,4,0,0
2022-11-12,3,7,94.4,0,0,5,1,0
2022-11-13,3,7,120.9,0,0,6,1,0
2022-11-14,3,7,90.5,0,0,0,0,0
2022-11-15,3,7,100.6,0,0,1,0,0
2022-11-16,3,7,85.9,0,0,2,0,0
2022-11-17,3,7,100.6,0,0,3,0,0
2022-11-18,3,7,84.3,0,0,4,0,0
2022-11-19,3,7,121.0,0,0,5,1,0
2022-11-20,3,7,120.1,0,0,6,1,0
2022-11-21,3,7,92.7,0,0,0,0,0
2022-11-22,3,7,85.6,0,0,1,0,0
2022-11-23,3,7,91.4,0,0,2,0,0
2022-11-24,3,7,164.3,0,1,3,0,0
2022-11-25,3,7,107.8,0,0,4,0,0
2022-11-26,3,7,140.1,0,0,5,1,0
2022-11-27,3,7,125.2,0,0,6,1,0
2022-11-28,3,7,98.0,0,0,0,0,0
2022-11-29,3,7,100.0,0,0,1,0,0
2022-11-30,3,7,113.0,0,0,2,0,0
2022-12-01,3,7,101.1,0,0,3,0,0
2022-12-02,3,7,97.6,0,0,4,0,0
2022-12-03,3,7,118.4,0,0,5,1,0
2022-12-04,3,7,119.9,0,0,6,1,0
2022-12-05,3,7,181.6,1,0,0,0,0
2022-12-06,3,7,91.1,0,0,1,0,0
2022-12-07,3,7,92.4,0,0,2,0,0
2022-12-08,3,7,97.6,0,0,3,0,0
2022-12-09,3,7,94.3,0,0,4,0,0
2022-12-10,3,7,129.7,0,0,5,1,0
2022-12-11,3,7,130.8,0,0,6,1,0
2022-12-12,3,7,101.2,0,0,0,0,0
2022-12-13,3,7,103.3,0,0,1,0,0
2022-12-14,3,7,100.2,0,0,2,0,0
2022-12-15,3,7,65.6,0,0,3,0,0
2022-12-16,3,7,91.7,0,0,4,0,0
2022-12-17,3,7,132.4,0,0,5,1,0
2022-12-18,3,7,115.3,0,0,6,1,0
2022-12-19,3,7,107.5,0,0,0,0,0
2022-12-20,3,7,194.7,1,0,1,0,0
2022-12-21,3,7,97.7,0,0,2,0,0
2022-12-22,3,7,94.9,0,0,3,0,0
2022-12-23,3,7,100.4,0,0,4,0,0
2022-12-24,3,7,125.0,0,0,5,1,0
2022-12-25,3,7,212.2,0,1,6,1,0
2022-12-26,3,7,79.5,0,0,0,0,0
2022-12-27,3,7,94.0,0,0,1,0,0
2022-12-28,3,7,91.6,0,0,2,0,0
2022-12-29,3,7,78.1,0,0,3,0,0
2022-12-30,3,7,96.4,0,0,4,0,0
2022-12-31,3,7,109.2,0,0,5,1,0
2023-01-01,3,7,194.8,0,1,6,1,0
2023-01-02,3,7,96.5,0,0,0,0,0
2023-01-03,3,7,105.1,0,0,1,0,0
2023-01-04,3,7,98.7,0,0,2,0,0
2023-01-05,3,7,85.7,0,0,3,0,0
2023-01-06,3,7,104.1,0,0,4,0,0
2023-01-07,3,7,153.6,0,0,5,1,0
2023-01-08,3,7,138.4,0,0,6,1,0
2023-01-09,3,7,107.1,0,0,0,0,0
2023-01-10,3,7,99.2,0,0,1,0,0
2023-01-11,3,7,96.5,0,0,2,0,0
2023-01-12,3,7,95.8,0,0,3,0,0
2023-01-13,3,7,103.0,0,0,4,0,0
2023-01-14,3,7,113.2,0,0,5,1,0
2023-01-15,3,7,128.4,0,0,6,1,0
2023-01-16,3,7,94.7,0,0,0,0,0
2023-01-17,3,7,85.2,0,0,1,0,0
2023-01-18,3,7,94.4,0,0,2,0,0
2023-01-19,3,7,111.7,0,0,3,0,0
2023-01-20,3,7,101.6,0,0,4,0,0
2023-01-21,3,7,85.5,0,0,5,1,0
2023-01-22,3,7,117.6,0,0,6,1,0
2023-01-23,3,7,108.1,0,0,0,0,0
2023-01-24,3,7,97.2,0,0,1,0,0
2023-01-25,3,7,104.5,0,0,2,0,0
2023-01-26,3,7,96.1,0,0,3,0,0
2023-01-27,3,7,101.1,0,0,4,0,0
2023-01-28,3,7,124.6,0,0,5,1,0
2023-01-29,3,7,116.8,0,0,6,1,0
2023-01-30,3,7,104.1,0,0,0,0,0
2023-01-31,3,7,112.4,0,0,1,0,0
2023-02-01,3,7,102.1,0,0,2,0,0
2023-02-02,3,7,99.5,0,0,3,0,0
2023-02-03,3,7,90.9,0,0,4,0,0
2023-02-04,3,7,133.0,0,0,5,1,0
2023-02-05,3,7,116.9,0,0,6,1,0
2023-02-06,3,7,184.8,1,0,0,0,0
2023-02-07,3,7,104.2,0,0,1,0,0
2023-02-08,3,7,106.0,0,0,2,0,0
2023-02-09,3,7,105.9,0,0,3,0,0
2023-02-10,3,7,105.3,0,0,4,0,0
2023-02-11,3,7,193.1,1,0,5,1,0
2023-02-12,3,7,111.3,0,0,6,1,0
2023-02-13,3,7,84.4,0,0,0,0,0
2023-02-14,3,7,83.6,0,0,1,0,0
2023-02-15,3,7,108.8,0,0,2,0,0
2023-02-16,3,7,87.1,0,0,3,0,0
2023-02-17,3,7,85.6,0,0,4,0,0
2023-02-18,3,7,118.1,0,0,5,1,0
2023-02-19,3,7,110.4,0,0,6,1,0
2023-02-20,3,7,113.5,0,0,0,0,0
2023-02-21,3,7,91.8,0,0,1,0,0
2023-02-22,3,7,97.6,0,0,2,0,0
2023-02-23,3,7,87.0,0,0,3,0,0
2023-02-24,3,7,79.4,0,0,4,0,0
2023-02-25,3,7,108.6,0,0,5,1,0
2023-02-26,3,7,108.4,0,0,6,1,0
2023-02-27,3,7,86.3,0,0,0,0,0
2023-02-28,3,7,78.8,0,0,1,0,0
2023-03-01,3,7,167.1,1,0,2,0,0
2023-03-02,3,7,88.6,0,0,3,0,0
2023-03-03,3,7,78.5,0,0,4,0,0
2023-03-04,3,7,114.5,0,0,5,1,0
2023-03-05,3,7,120.7,0,0,6,1,0
2023-03-06,3,7,99.7,0,0,0,0,0
2023-03-07,3,7,70.3,0,0,1,0,0
2023-03-08,3,7,150.4,1,0,2,0,0
2023-03-09,3,7,78.1,0,0,3,0,0
2023-03-10,3,7,83.5,0,0,4,0,0
2023-03-11,3,7,124.1,0,0,5,1,0
2023-03-12,3,7,102.8,0,0,6,1,0
2023-03-13,3,7,83.9,0,0,0,0,0
2023-03-14,3,7,80.8,0,0,1,0,0
2023-03-15,3,7,99.5,0,0,2,0,0
2023-03-16,3,7,68.7,0,0,3,0,0
2023-03-17,3,7,81.9,0,0,4,0,0
2023-03-18,3,7,98.9,0,0,5,1,0
2023-03-19,3,7,90.3,0,0,6,1,0
2023-03-20,3,7,93.4,0,0,0,0,0
2023-03-21,3,7,71.0,0,0,1,0,0
2023-03-22,3,7,80.8,0,0,2,0,0
2023-03-23,3,7,83.3,0,0,3,0,0
2023-03-24,3,7,77.9,0,0,4,0,0
2023-03-25,3,7,87.8,0,0,5,1,0
2023-03-26,3,7,101.9,0,0,6,1,0
2023-03-27,3,7,76.7,0,0,0,0,0
2023-03-28,3,7,87.9,0,0,1,0,0
2023-03-29,3,7,85.3,0,0,2,0,0
2023-03-30,3,7,95.3,0,0,3,0,0
2023-03-31,3,7,81.6,0,0,4,0,0
2023-04-01,3,7,105.8,0,0,5,1,0
2023-04-02,3,7,96.8,0,0,6,1,0
2023-04-03,3,7,91.8,0,0,0,0,0
2023-04-04,3,7,79.3,0,0,1,0,0
2023-04-05,3,7,78.1,0,0,2,0,0
2023-04-06,3,7,82.2,0,0,3,0,0
2023-04-07,3,7,73.5,0,0,4,0,0
2023-04-08,3,7,92.7,0,0,5,1,0
2023-04-09,3,7,101.2,0,0,6,1,0
2023-04-10,3,7,81.9,0,0,0,0,0
2023-04-11,3,7,80.5,0,0,1,0,0
2023-04-12,3,7,75.5,0,0,2,0,0
2023-04-13,3,7,77.5,0,0,3,0,0
2023-04-14,3,7,81.7,0,0,4,0,0
2023-04-15,3,7,84.4,0,0,5,1,0
2023-04-16,3,7,93.1,0,0,6,1,0
2023-04-17,3,7,54.8,0,0,0,0,0
2023-04-18,3,7,78.6,0,0,1,0,0
2023-04-19,3,7,68.2,0,0,2,0,0
2023-04-20,3,7,68.0,0,0,3,0,0
2023-04-21,3,7,71.7,0,0,4,0,0
2023-04-22,3,7,95.2,0,0,5,1,0
2023-04-23,3,7,196.1,1,0,6,1,0
2023-04-24,3,7,61.5,0,0,0,0,0
2023-04-25,3,7,65.6,0,0,1,0,0
2023-04-26,3,7,129.8,1,0,2,0,0
2023-04-27,3,7,65.7,0,0,3,0,0
2023-04-28,3,7,75.1,0,0,4,0,0
2023-04-29,3,7,85.6,0,0,5,1,0
2023-04-30,3,7,93.3,0,0,6,1,0
2023-05-01,3,7,67.3,0,0,0,0,0
2023-05-02,3,7,71.8,0,0,1,0,0
2023-05-03,3,7,62.3,0,0,2,0,0
2023-05-04,3,7,79.5,0,0,3,0,0
2023-05-05,3,7,57.2,0,0,4,0,0
2023-05-06,3,7,78.5,0,0,5,1,0
2023-05-07,3,7,72.8,0,0,6,1,0
2023-05-08,3,7,71.1,0,0,0,0,0
2023-05-09,3,7,69.2,0,0,1,0,0
2023-05-10,3,7,58.6,0,0,2,0,0
2023-05-11,3,7,71.2,0,0,3,0,0
2023-05-12,3,7,61.0,0,0,4,0,0
2023-05-13,3,7,150.7,1,0,5,1,0
2023-05-14,3,7,85.0,0,0,6,1,0
2023-05-15,3,7,62.7,0,0,0,0,0
2023-05-16,3,7,124.2,1,0,1,0,0
2023-05-17,3,7,62.7,0,0,2,0,0
2023-05-18,3,7,65.1,0,0,3,0,0
2023-05-19,3,7,61.4,0,0,4,0,0
2023-05-20,3,7,117.4,1,0,5,1,0
2023-05-21,3,7,77.1,0,0,6,1,0
2023-05-22,3,7,57.2,0,0,0,0,0
2023-05-23,3,7,69.5,0,0,1,0,0
2023-05-24,3,7,54.0,0,0,2,0,0
2023-05-25,3,7,68.0,0,0,3,0,0
2023-05-26,3,7,60.0,0,0,4,0,0
2023-05-27,3,7,78.7,0,0,5,1,0
2023-05-28,3,7,66.3,0,0,6,1,0
2023-05-29,3,7,58.6,0,0,0,0,0
2023-05-30,3,7,56.5,0,0,1,0,0
2023-05-31,3,7,71.1,0,0,2,0,0
2023-06-01,3,7,55.9,0,0,3,0,0
2023-06-02,3,7,65.5,0,0,4,0,0
2023-06-03,3,7,81.7,0,0,5,1,0
2023-06-04,3,7,81.2,0,0,6,1,0
2023-06-05,3,7,55.6,0,0,0,0,0
2023-06-06,3,7,122.4,1,0,1,0,0
2023-06-07,3,7,68.9,0,0,2,0,0
2023-06-08,3,7,60.1,0,0,3,0,0
2023-06-09,3,7,55.6,0,0,4,0,0
2023-06-10,3,7,66.7,0,0,5,1,0
2023-06-11,3,7,75.1,0,0,6,1,0
2023-06-12,3,7,57.8,0,0,0,0,0
2023-06-13,3,7,58.3,0,0,1,0,0
2023-06-14,3,7,50.3,0,0,2,0,0
2023-06-15,3,7,57.2,0,0,3,0,0
2023-06-16,3,7,62.8,0,0,4,0,0
2023-06-17,3,7,76.2,0,0,5,1,0
2023-06-18,3,7,68.3,0,0,6,1,0
2023-06-19,3,7,56.0,0,0,0,0,0
2023-06-20,3,7,49.1,0,0,1,0,0
2023-06-21,3,7,53.0,0,0,2,0,0
2023-06-22,3,7,54.6,0,0,3,0,0
2023-06-23,3,7,59.4,0,0,4,0,0
2023-06-24,3,7,65.7,0,0,5,1,0
2023-06-25,3,7,63.6,0,0,6,1,0
2023-06-26,3,7,59.8,0,0,0,0,0
2023-06-27,3,7,53.8,0,0,1,0,0
2023-06-28,3,7,51.7,0,0,2,0,0
2023-06-29,3,7,59.9,0,0,3,0,0
2023-06-30,3,7,58.1,0,0,4,0,0
2023-07-01,3,7,68.4,0,0,5,1,0
2023-07-02,3,7,67.5,0,0,6,1,0
2023-07-03,3,7,57.6,0,0,0,0,0
2023-07-04,3,7,93.5,0,1,1,0,0
2023-07-05,3,7,56.8,0,0,2,0,0
2023-07-06,3,7,56.4,0,0,3,0,0
2023-07-07,3,7,52.7,0,0,4,0,0
2023-07-08,3,7,66.3,0,0,5,1,0
2023-07-09,3,7,68.7,0,0,6,1,0
2023-07-10,3,7,51.0,0,0,0,0,0
2023-07-11,3,7,50.5,0,0,1,0,0
2023-07-12,3,7,55.5,0,0,2,0,0
2023-07-13,3,7,61.0,0,0,3,0,0
2023-07-14,3,7,45.7,0,0,4,0,0
2023-07-15,3,7,67.7,0,0,5,1,0
2023-07-16,3,7,72.0,0,0,6,1,0
2023-07-17,3,7,61.7,0,0,0,0,0
2023-07-18,3,7,65.5,0,0,1,0,0
2023-07-19,3,7,55.2,0,0,2,0,0
2023-07-20,3,7,66.6,0,0,3,0,0
2023-07-21,3,7,59.0,0,0,4,0,0
2023-07-22,3,7,76.2,0,0,5,1,0
2023-07-23,3,7,64.4,0,0,6,1,0
2023-07-24,3,7,59.4,0,0,0,0,0
2023-07-25,3,7,61.8,0,0,1,0,0
2023-07-26,3,7,53.8,0,0,2,0,0
2023-07-27,3,7,44.1,0,0,3,0,0
2023-07-28,3,7,58.4,0,0,4,0,0
2023-07-29,3,7,70.9,0,0,5,1,0
2023-07-30,3,7,81.2,0,0,6,1,0
2023-07-31,3,7,55.4,0,0,0,0,0
2023-08-01,3,7,54.7,0,0,1,0,0
2023-08-02,3,7,52.4,0,0,2,0,0
2023-08-03,3,7,55.5,0,0,3,0,0
2023-08-04,3,7,73.1,0,0,4,0,0
2023-08-05,3,7,63.5,0,0,5,1,0
2023-08-06,3,7,65.4,0,0,6,1,0
2023-08-07,3,7,59.3,0,0,0,0,0
2023-08-08,3,7,70.4,0,0,1,0,0
2023-08-09,3,7,64.1,0,0,2,0,0
2023-08-10,3,7,68.7,0,0,3,0,0
2023-08-11,3,7,58.5,0,0,4,0,0
2023-08-12,3,7,66.6,0,0,5,1,0
2023-08-13,3,7,73.3,0,0,6,1,0
2023-08-14,3,7,60.7,0,0,0,0,0
2023-08-15,3,7,61.7,0,0,1,0,0
2023-08-16,3,7,60.7,0,0,2,0,0
2023-08-17,3,7,65.5,0,0,3,0,0
2023-08-18,3,7,58.5,0,0,4,0,0
2023-08-19,3,7,72.0,0,0,5,1,0
2023-08-20,3,7,70.3,0,0,6,1,0
2023-08-21,3,7,64.5,0,0,0,0,0
2023-08-22,3,7,64.3,0,0,1,0,0
2023-08-23,3,7,70.2,0,0,2,0,0
2023-08-24,3,7,73.2,0,0,3,0,0
2023-08-25,3,7,57.6,0,0,4,0,0
2023-08-26,3,7,81.4,0,0,5,1,0
2023-08-27,3,7,80.1,0,0,6,1,0
2023-08-28,3,7,56.6,0,0,0,0,0
2023-08-29,3,7,62.8,0,0,1,0,0
2023-08-30,3,7,75.6,0,0,2,0,0
2023-08-31,3,7,113.2,1,0,3,0,0
2023-09-01,3,7,62.2,0,0,4,0,0
2023-09-02,3,7,83.8,0,0,5,1,0
2023-09-03,3,7,91.6,0,0,6,1,0
2023-09-04,3,7,66.2,0,0,0,0,0
2023-09-05,3,7,69.2,0,0,1,0,0
2023-09-06,3,7,54.8,0,0,2,0,0
2023-09-07,3,7,72.8,0,0,3,0,0
2023-09-08,3,7,71.0,0,0,4,0,0
2023-09-09,3,7,94.4,0,0,5,1,0
2023-09-10,3,7,73.2,0,0,6,1,0
2023-09-11,3,7,68.8,0,0,0,0,0
2023-09-12,3,7,77.3,0,0,1,0,0
2023-09-13,3,7,68.0,0,0,2,0,0
2023-09-14,3,7,72.3,0,0,3,0,0
2023-09-15,3,7,69.7,0,0,4,0,0
2023-09-16,3,7,87.8,0,0,5,1,0
2023-09-17,3,7,101.0,0,0,6,1,0
2023-09-18,3,7,64.2,0,0,0,0,0
2023-09-19,3,7,73.6,0,0,1,0,0
2023-09-20,3,7,76.0,0,0,2,0,0
2023-09-21,3,7,81.0,0,0,3,0,0
2023-09-22,3,7,74.4,0,0,4,0,0
2023-09-23,3,7,102.7,0,0,5,1,0
2023-09-24,3,7,170.2,1,0,6,1,0
2023-09-25,3,7,77.3,0,0,0,0,0
2023-09-26,3,7,77.4,0,0,1,0,0
2023-09-27,3,7,81.8,0,0,2,0,0
2023-09-28,3,7,81.5,0,0,3,0,0
2023-09-29,3,7,70.3,0,0,4,0,0
2023-09-30,3,7,100.1,0,0,5,1,0
2023-10-01,3,7,103.5,0,0,6,1,0
2023-10-02,3,7,89.8,0,0,0,0,0
2023-10-03,3,7,72.6,0,0,1,0,0
2023-10-04,3,7,84.1,0,0,2,0,0
2023-10-05,3,7,78.2,0,0,3,0,0
2023-10-06,3,7,82.5,0,0,4,0,0
2023-10-07,3,7,92.1,0,0,5,1,0
2023-10-08,3,7,102.3,0,0,6,1,0
2023-10-09,3,7,84.7,0,0,0,0,0
2023-10-10,3,7,75.6,0,0,1,0,0
2023-10-11,3,7,94.0,0,0,2,0,0
2023-10-12,3,7,72.1,0,0,3,0,0
2023-10-13,3,7,88.1,0,0,4,0,0
2023-10-14,3,7,82.7,0,0,5,1,0
2023-10-15,3,7,103.8,0,0,6,1,0
2023-10-16,3,7,89.0,0,0,0,0,0
2023-10-17,3,7,91.3,0,0,1,0,0
2023-10-18,3,7,85.4,0,0,2,0,0
2023-10-19,3,7,84.7,0,0,3,0,0
2023-10-20,3,7,91.5,0,0,4,0,0
2023-10-21,3,7,118.6,0,0,5,1,0
2023-10-22,3,7,123.4,0,0,6,1,0
2023-10-23,3,7,78.1,0,0,0,0,0
2023-10-24,3,7,87.1,0,0,1,0,0
2023-10-25,3,7,71.6,0,0,2,0,0
2023-10-26,3,7,78.5,0,0,3,0,0
2023-10-27,3,7,84.2,0,0,4,0,0
2023-10-28,3,7,121.6,0,0,5,1,0
2023-10-29,3,7,195.3,1,0,6,1,0
2023-10-30,3,7,88.7,0,0,0,0,0
2023-10-31,3,7,93.9,0,0,1,0,0
2023-11-01,3,7,86.3,0,0,2,0,0
2023-11-02,3,7,136.4,1,0,3,0,0
2023-11-03,3,7,86.4,0,0,4,0,0
2023-11-04,3,7,115.0,0,0,5,1,0
2023-11-05,3,7,121.6,0,0,6,1,0
2023-11-06,3,7,92.0,0,0,0,0,0
2023-11-07,3,7,97.9,0,0,1,0,0
2023-11-08,3,7,102.3,0,0,2,0,0
2023-11-09,3,7,104.3,0,0,3,0,0
2023-11-10,3,7,96.6,0,0,4,0,0
2023-11-11,3,7,107.3,0,0,5,1,0
2023-11-12,3,7,106.5,0,0,6,1,0
2023-11-13,3,7,86.3,0,0,0,0,0
2023-11-14,3,7,87.3,0,0,1,0,0
2023-11-15,3,7,97.8,0,0,2,0,0
2023-11-16,3,7,113.6,0,0,3,0,0
2023-11-17,3,7,99.4,0,0,4,0,0
2023-11-18,3,7,121.4,0,0,5,1,0
2023-11-19,3,7,133.3,0,0,6,1,0
2023-11-20,3,7,91.2,0,0,0,0,0
2023-11-21,3,7,108.0,0,0,1,0,0
2023-11-22,3,7,107.7,0,0,2,0,0
2023-11-23,3,7,159.9,0,1,3,0,0
2023-11-24,3,7,118.3,0,0,4,0,0
2023-11-25,3,7,137.4,0,0,5,1,0
2023-11-26,3,7,125.8,0,0,6,1,0
2023-11-27,3,7,99.2,0,0,0,0,0
2023-11-28,3,7,96.9,0,0,1,0,0
2023-11-29,3,7,99.9,0,0,2,0,0
2023-11-30,3,7,100.4,0,0,3,0,0
2023-12-01,3,7,98.6,0,0,4,0,0
2023-12-02,3,7,124.8,0,0,5,1,0
2023-12-03,3,7,113.9,0,0,6,1,0
2023-12-04,3,7,97.0,0,0,0,0,0
2023-12-05,3,7,87.8,0,0,1,0,0
2023-12-06,3,7,106.5,0,0,2,0,0
2023-12-07,3,7,103.6,0,0,3,0,0
2023-12-08,3,7,183.6,1,0,4,0,0
2023-12-09,3,7,139.4,0,0,5,1,0
2023-12-10,3,7,119.4,0,0,6,1,0
2023-12-11,3,7,97.1,0,0,0,0,0
2023-12-12,3,7,90.1,0,0,1,0,0
2023-12-13,3,7,113.6,0,0,2,0,0
2023-12-14,3,7,109.9,0,0,3,0,0
2023-12-15,3,7,116.8,0,0,4,0,0
2023-12-16,3,7,149.2,0,0,5,1,0
2023-12-17,3,7,125.9,0,0,6,1,0
2023-12-18,3,7,98.1,0,0,0,0,0
2023-12-19,3,7,88.1,0,0,1,0,0
2023-12-20,3,7,94.7,0,0,2,0,0
2023-12-21,3,7,102.1,0,0,3,0,0
2023-12-22,3,7,85.9,0,0,4,0,0
2023-12-23,3,7,119.0,0,0,5,1,0
2023-12-24,3,7,130.9,0,0,6,1,0
2023-12-25,3,7,182.4,0,1,0,0,0
2023-12-26,3,7,98.9,0,0,1,0,0
2023-12-27,3,7,107.0,0,0,2,0,0
2023-12-28,3,7,123.5,0,0,3,0,0
2023-12-29,3,7,88.8,0,0,4,0,0
2023-12-30,3,7,145.3,0,0,5,1,0
2023-12-31,3,7,137.0,0,0,6,1,0
2024-01-01,3,7,188.9,0,1,0,0,0
2024-01-02,3,7,115.2,0,0,1,0,0
2024-01-03,3,7,99.8,0,0,2,0,0
2024-01-04,3,7,106.1,0,0,3,0,0
2024-01-05,3,7,92.2,0,0,4,0,0
2024-01-06,3,7,126.4,0,0,5,1,0
2024-01-07,3,7,133.0,0,0,6,1,0
2024-01-08,3,7,109.0,0,0,0,0,0
2024-01-09,3,7,113.6,0,0,1,0,0
2024-01-10,3,7,121.1,0,0,2,0,0
2024-01-11,3,7,101.9,0,0,3,0,0
2024-01-12,3,7,116.8,0,0,4,0,0
2024-01-13,3,7,135.6,0,0,5,1,0
2024-01-14,3,7,116.9,0,0,6,1,0
2024-01-15,3,7,104.4,0,0,0,0,0
2024-01-16,3,7,106.8,0,0,1,0,0
2024-01-17,3,7,97.8,0,0,2,0,0
2024-01-18,3,7,95.8,0,0,3,0,0
2024-01-19,3,7,95.4,0,0,4,0,0
2024-01-20,3,7,125.4,0,0,5,1,0
2024-01-21,3,7,121.4,0,0,6,1,0
2024-01-22,3,7,116.8,0,0,0,0,0
2024-01-23,3,7,82.0,0,0,1,0,0
2024-01-24,3,7,190.8,1,0,2,0,0
2024-01-25,3,7,109.8,0,0,3,0,0
2024-01-26,3,7,172.2,1,0,4,0,0
2024-01-27,3,7,128.0,0,0,5,1,0
2024-01-28,3,7,126.5,0,0,6,1,0
2024-01-29,3,7,103.5,0,0,0,0,0
2024-01-30,3,7,110.2,0,0,1,0,0
2024-01-31,3,7,109.2,0,0,2,0,0
2024-02-01,3,7,98.1,0,0,3,0,0
2024-02-02,3,7,89.6,0,0,4,0,0
2024-02-03,3,7,131.1,0,0,5,1,0
2024-02-04,3,7,121.3,0,0,6,1,0
2024-02-05,3,7,98.1,0,0,0,0,0
2024-02-06,3,7,104.8,0,0,1,0,0
2024-02-07,3,7,98.5,0,0,2,0,0
2024-02-08,3,7,105.1,0,0,3,0,0
2024-02-09,3,7,125.0,0,0,4,0,0
2024-02-10,3,7,135.1,0,0,5,1,0
2024-02-11,3,7,142.3,0,0,6,1,0
2024-02-12,3,7,106.0,0,0,0,0,0
2024-02-13,3,7,101.8,0,0,1,0,0
2024-02-14,3,7,105.6,0,0,2,0,0
2024-02-15,3,7,104.9,0,0,3,0,0
2024-02-16,3,7,108.0,0,0,4,0,0
2024-02-17,3,7,125.7,0,0,5,1,0
2024-02-18,3,7,110.1,0,0,6,1,0
2024-02-19,3,7,86.4,0,0,0,0,0
2024-02-20,3,7,103.2,0,0,1,0,0
2024-02-21,3,7,88.9,0,0,2,0,0
2024-02-22,3,7,104.6,0,0,3,0,0
2024-02-23,3,7,110.0,0,0,4,0,0
2024-02-24,3,7,120.0,0,0,5,1,0
2024-02-25,3,7,135.3,0,0,6,1,0
2024-02-26,3,7,99.6,0,0,0,0,0
2024-02-27,3,7,97.2,0,0,1,0,0
2024-02-28,3,7,97.3,0,0,2,0,0
2024-02-29,3,7,89.2,0,0,3,0,0
2024-03-01,3,7,87.7,0,0,4,0,0
2024-03-02,3,7,102.0,0,0,5,1,0
2024-03-03,3,7,111.3,0,0,6,1,0
2024-03-04,3,7,113.1,0,0,0,0,0
2024-03-05,3,7,82.0,0,0,1,0,0
2024-03-06,3,7,84.3,0,0,2,0,0
2024-03-07,3,7,87.1,0,0,3,0,0
2024-03-08,3,7,87.2,0,0,4,0,0
2024-03-09,3,7,119.2,0,0,5,1,0
2024-03-10,3,7,109.6,0,0,6,1,0
2024-03-11,3,7,90.8,0,0,0,0,0
2024-03-12,3,7,85.0,0,0,1,0,0
2024-03-13,3,7,87.7,0,0,2,0,0
2024-03-14,3,7,90.8,0,0,3,0,0
2024-03-15,3,7,89.8,0,0,4,0,0
2024-03-16,3,7,239.7,1,0,5,1,0
2024-03-17,3,7,112.3,0,0,6,1,0
2024-03-18,3,7,88.0,0,0,0,0,0
2024-03-19,3,7,69.3,0,0,1,0,0
2024-03-20,3,7,90.8,0,0,2,0,0
2024-03-21,3,7,72.9,0,0,3,0,0
2024-03-22,3,7,92.4,0,0,4,0,0
2024-03-23,3,7,111.0,0,0,5,1,0
2024-03-24,3,7,116.9,0,0,6,1,0
2024-03-25,3,7,81.9,0,0,0,0,0
2024-03-26,3,7,86.7,0,0,1,0,0
2024-03-27,3,7,91.3,0,0,2,0,0
2024-03-28,3,7,78.5,0,0,3,0,0
